Disciplina;NivelDisciplina;Ementa;Bibliografia;Programa
ER300;G;"Conceitos b&#225;sicos de Economia aplicada aos Transportes. Caracteriza&#231;&#227;o dos sistemas de transporte. Investimentos em transportes. Intermodalidade. Corredores de transporte. Pol&#237;ticas de transporte. Fundamentos da Regula&#231;&#227;o de Transportes."
ER320;G;"Mapeamento do Fluxo de Valor. Sistemas Kanban. Os Sete Desperd&#237;cios. Os 14 princ&#237;pios do Sistema Toyota de Produ&#231;&#227;o. Fluxo Cont&#237;nuo. Fluxo Puxado. Evento Kaizen. Gest&#227;o Visual. 5S."
ER340;G;"Conceitos b&#225;sicos de sustentabilidade e desenvolvimento sustent&#225;vel. Indicadores de sustentabilidade. Desenvolvimento de produtos e processos sustent&#225;veis. Estrat&#233;gias e ferramentas para gest&#227;o estrat&#233;gica. Sustentabilidade na cadeia produtiva. Tend&#234;ncias em produ&#231;&#227;o sustent&#225;vel."
ER350;G;"Fun&#231;&#245;es Estat&#237;sticas. Testes de hip&#243;teses e intervalos de confian&#231;a. Procedimento para &#160;o planejamento experimental. Planejamentos por blocos, latinos, greco-latinos e fatoriais. Correla&#231;&#227;o. An&#225;lise de resultados experimentais. M&#233;todo de Taguchi. Aplica&#231;&#227;o do planejamento experimental na metodologia Seis Sigma."
ER360;G;"Introdu&#231;&#227;o &#224; modelagem de sistemas interdisciplinares (multi-dom&#237;nio). Diagrama de blocos: conceito de n&#243;s, blocos din&#226;micos e algor&#237;tmicos, multiplexadores, fontes e sa&#237;das. Equa&#231;&#245;es de estado. Fluxos de energia e sinais. Aplica&#231;&#245;es em transfer&#234;ncia de calor, sistemas hidr&#225;ulicos, vibra&#231;&#245;es de sistemas mec&#226;nicos e circuitos eletr&#244;nicos. Simula&#231;&#227;o din&#226;mica multi-corpos.";;
ER390;G;"Aplica&#231;&#245;es de Pesquisa Operacional nas atividades do Mercado Financeiro e de Capitais, nas Finan&#231;as Corporativas e nas Finan&#231;as P&#250;blicas. Carteiras de investimentos. Gest&#227;o de receitas. An&#225;lise de riscos. Aloca&#231;&#227;o de recursos entre projetos. Decis&#245;es de financiamento. Market timing. Engenharia financeira. An&#225;lise multicrit&#233;rio em finan&#231;as.";;
ER400;G;Probabilidade condicional e independência, Teorema de Bayes. Variável aleatória. Função de distribuição acumulada. Funções densidade discreta e contínua. Momentos e função geradora de momentos. Desigualdade de Tchebyshev. Distribuições discretas: Binomial, Hipergeométrica, Pascal e Poisson. Distribuições contínuas: Uniforme, Beta, Normal, Gama (exponencial e Qui-quadrado). Transformações de Variáveis aleatórias.;; 
ER401;G;"Revis&#227;o de conceitos de &#225;lgebra linear e c&#225;lculo. Introdu&#231;&#227;o a problemas de otimiza&#231;&#227;o e suas propriedades b&#225;sicas: problemas de otimiza&#231;&#227;o irrestritos e com restri&#231;&#227;o. Programa&#231;&#227;o Linear, formula&#231;&#227;o, resolu&#231;&#227;o geom&#233;trica, o m&#233;todo simplex, dualidade e interpreta&#231;&#227;o econ&#244;mica. Modelos de fluxo em rede, problemas de transporte, caminho m&#237;nimo e fluxo m&#225;ximo. Programa&#231;&#227;o inteira. Programa&#231;&#227;o por restri&#231;&#245;es. Programa&#231;&#227;o Multi-objetivo. Simula&#231;&#227;o de Monte Carlo e de eventos discretos.";;
ER402;G;"Mecanismo b&#225;sico de funcionamento dos mercados. Oferta e Demanda. Elasticidade. A fun&#231;&#227;o de produ&#231;&#227;o e os custos da firma. Os agregados macroecon&#244;micos e as diferentes medidas do produto. Trade-off entre infla&#231;&#227;o e desemprego e a curva de Phillips. Infla&#231;&#227;o, taxa de juros e taxa de c&#226;mbio. Moeda, bancos e cr&#233;dito.";;
ER500;G;Formulação de problemas de programação linear. Resolução Gráfica. Método Simplex. Teoria de Dualidade. Análise de sensibilidade e análise paramétrica. Algoritmos de pontos interiores.;; 
ER501;G;Operações e processos unitários. Estequiometria. Conservação de Massa e Energia. Entropia. Equações de Estado de Substâncias Puras. Relações entre grandezas Termodinâmicas. Caracterização do Equilíbrio.;; 
ER600;G;Processos e equipamentos para separação de misturas heterogêneas (filtros, centrífugas, sedimentação, fluidização). Processos e equipamentos envolvendo troca térmica (trocadores de calor, evaporadores, condensadores). Processos e equipamentos para separação de misturas homogêneas (destilação, extração, absorção).;; 
ER601;G;Descrição da indústria química. Desenvolvimento de processos químicos. Operações e processos unitários. Estequiometria. Conservação de Massa e Energia. Aplicações simples a processos de balanço de massa e energia combinadas.;; 
ER602;G;Equipamentos para o transporte de fluidos: bombas, válvulas, compressores. Dinâmica de partículas. Colunas de recheio. Fluidização. Transporte hidráulico e pneumático. Filtração. Sedimentação. Centrifugação. Tratamento e separação de sólidos. Precipitação eletrostática. Flotação. Agitação e mistura.;; 
ER603;G;"Conceitos gerais e classifica&#231;&#227;o dos processos de manufatura: metal&#250;rgicos e mec&#226;nicos. No&#231;&#245;es de fundi&#231;&#227;o e soldagem. No&#231;&#245;es de usinagem convencional e n&#227;o-convencional. No&#231;&#245;es de conforma&#231;&#227;o mec&#226;nica: forjamento, estampagem, extrus&#227;o, trefila&#231;&#227;o e lamina&#231;&#227;o. No&#231;&#245;es sobre metalurgia do p&#243;. No&#231;&#245;es sobre processamento de cer&#226;micos, pol&#237;meros e comp&#243;sitos. No&#231;&#245;es sobre tratamentos de superf&#237;cie. Condi&#231;&#245;es econ&#244;micas, otimiza&#231;&#227;o e custos envolvidos no processo.";;
ER700;G;Critérios de seleção de materiais. Matriz de decisão ponderada. Seleção de materiais (metálicos, poliméricos, cerâmicos e conjugados) para atender às solicitações: resistência mecânica, fadiga, tenacidade, desgaste, altas temperaturas, corrosão. Trabalho prático de seleção de materiais junto à indústria.;; 
ER701;G;"Processos estoc&#225;sticos, geradores de n&#250;meros aleat&#243;rios. No&#231;&#245;es de teoria de filas e de teorias de estoques. Simula&#231;&#227;o de sistemas discretos com lista de eventos futuros.";;
ER702;G;Noções de reatores químicos e cinética de reações químicas. Reações homogêneas. Reações elementares. Reações complexas. O fenômeno catalítico. Desvio de comportamento ideal de reatores químicos. Reatores catalíticos homogêneos. Noções de síntese de processos químicos industriais.;; 
ER703;G;Trocadores de calor. Combustão e geração de vapor. Caldeiras. Evaporação. Cristalização. Refrigeração.;; 
ER704;G;"C&#225;lculo Financeiro B&#225;sico: Juros Simples e Juros Compostos. Tabela Price. M&#233;todo Hamburgu&#234;s. Sistema de Amortiza&#231;&#227;o Franc&#234;s. An&#225;lise de Investimentos. Conceitos financeiros b&#225;sicos. Equival&#234;ncia de capitais. M&#233;todos para compara&#231;&#227;o de oportunidades de investimentos. Deprecia&#231;&#227;o. An&#225;lise de substitui&#231;&#227;o de equipamentos. A influ&#234;ncia do imposto de renda na compara&#231;&#227;o de alternativas de investimentos. Avalia&#231;&#227;o financeira de projetos e empresas. M&#233;todos matem&#225;ticos em gest&#227;o de risco.";;
ER800;G;"Contexto na globalização. Vantagem Competitiva. Questão para a definição de cenários. A teoria do planejamento estratégico. A formulação estratégica e as unidades de negócios. Análise estratégica do ambiente. Análise estratégica no nível da unidades de negócios; aspectos financeiros, market, fabricação e global. Pesquisa e desenvolvimento e recursos humanos. Estrutura organizacional e o processo de administração estratégica. Implementação do planejamento estratégico para as pequenas unidades de negócios.";; 
ER801;G;Introdução ao desenvolvimento de produtos. Estratégia de desenvolvimento de produtos. Engenharia simultânea. Análise do valor. Processo e metodologias de desenvolvimento. Prototipagem.;; 
ER802;G;Noções de teoria do grafos. Problemas de transporte, designação, caminho mínimo, fluxo máximo, fluxo com custo mínimo e árvore geradora mínima.;; 
ER803;G;Conceitos e metodologias para concepção e projeto de fábricas. Projeto e organização dos processos de produção, movimentação interna e armazenagem. Simulação computacional na concepção e avaliação de alternativas para o projeto de produção.;; 
ER804;G;"Logística e sua importância; Supply Chain; O papel estratégico do Supply Chain, custos envolvidos na cadeia logística; O estoque e sua função; Gestão de estoque; Software de gestão do supply chain.";; 
ER805;G;Destilação. Extração. Lixiviação. Absorção. Operações em estágios e em colunas de recheio.;; 
ER806;G;Experimentos em fenômenos de transporte e operações unitárias mais relevantes na Indústria Química, com montagem, medição e interpretação de resultados.;; 
ER807;G;Simulação de processos. Modelos matemáticos e físicos. Simulação de processos por computador. Identificação de parâmetros. Otimização de processos. Análise de dados de entrada/saída.;; 
ER808;G;Conceitos e metodologias para concepção e projeto de fábricas. Projeto e organização dos processos de produção, movimentação interna e armazenagem. Simulação computacional na concepção e avaliação de alternativas para o projeto de produção.;; 
ER900;G;Ação ergonômica e análise do trabalho. Trabalho, tarefa e atividade. Método da Análise Ergonômica do Trabalho. Instrução da demanda e planejamento da intervenção ergonômica. Funcionamento da organização e características da população trabalhadora. Observações abertas e globais das situações de trabalho. Elaboração do pré-diagnóstico e das observações sistemáticas. Validação. Diagnóstico, transformação e acompanhamento das situações de trabalho.;; 
ER901;G;Estudos de situações reais em engenharia, com acompanhamento de projetos, especificação, fabricação, montagem e implementação de sistemas junto a empresas ou órgãos credenciados pela Universidade.;; 
ER902;G;Trabalho de caráter teórico e/ou prático, envolvendo os conhecimentos adquiridos nas disciplinas do curso de Engenharia de Produção/Manufatura. O trabalho será desenvolvido sob a orientação de um professor, com apresentação final escrita.;; 
ER903;G;"Fundamentos de controle estat&#237;stico de processo. Gr&#225;ficos de controle por vari&#225;veis. Gr&#225;ficos de controle por atributos. Capacidade de processo. Gr&#225;ficos especiais de controle. Planos de amostragem. An&#225;lise do sistema de medi&#231;&#227;o. Melhoria da qualidade do processo. Delineamento de experimentos.";;
ES001;G;Exercício de atividades típicas do profissional em Controle e Automação, junto a órgão habilitado pela Coordenação de Graduação. O estagiário deverá possuir um orientador no local do estágio, além de um professor orientador da FEM, FEEC ou IC. O estagiário apresentará ao professor-orientador um relatório final de atividades.;; 
ES010;G;Exercício de atividades típicas do profissional em Controle e Automação junto a órgão habilitado pela coordenação de graduação. O estagiário deverá possuir um orientador no local do estágio, além de um professor orientador da FEM, FEEC ou IC. O estagiário apresentará ao professor-orientador um relatório final de atividades.;; 
ES020;G;Abordagem específica de um assunto relacionado a formação profissional em Engenharia de Controle e Automação.;; 
ES040;G;Abordagem específica de um assunto relacionado a formação profissional em Engenharia de Controle e Automação.;; 
ES041;G;Abordagem específica de um assunto relacionado a formação profissional em Engenharia de Controle e Automação.;; 
ES101;G;Noções gerais sobre ciência e tecnologia e fundamentos metodológicos da engenharia. Origem e evolução de Engenharia de Controle e Automação. Perspectivas da área de trabalho. Habilidades de comunicação e expressão do engenheiro. Métodos de redação técnica e científica. Mercado profissional.;; 
ES102;G;Noções gerais sobre ciência e tecnologia. Fundamentos metodológicos de Engenharia. Fundamentos básicos da Engenharia de Controle e Automação. Conceitos de integração de sistemas. Noções de estruturação de sistemas automatizados de produção. Atribuições profissionais e perspectivas do mercado de trabalho para a Engenharia de Controle e Automação.;; 
ES103;G;Desenho geométrico: concordâncias, resolução de triângulos. Normas técnicas. Perspectivas. Sistemas de projeções. Vistas principais, parciais, auxiliares. Cortes e seções. Representação de tolerâncias: dimensionais e de posição-e-forma. Desenho de elementos de máquinas. Conjuntos. Modelagem de sólidos. CAD para aplicação eletro/eletrônica. Noções de simulação gráfica.;; 
ES235;G;Normas técnicas. Tolerâncias dimensionais. Rugosidade superficial. Metrologia industrial. Ajustes e tolerâncias (furo-base, eixo-base). Controle estatístico de processo e sistema de medição em processo.;; 
ES242;G;A estrutura cristalina dos metais: modelos e defeitos. Ligações e difusão atômica. Estrutura e propriedades dos materiais. Materiais cerâmicos e poliméricos. Materiais conjugados. Materiais de grau eletrônico (obtenção/extração, beneficiamento e caracterização). Materiais específicos para o segmento eletro/eletrônico (placas de CI, materiais para contactores e/ou disjuntores). Materiais para aplicação em micro-eletrônica. Materiais específicos para construção de robôs industriais.;; 
ES330;G;Metrologia Industrial. Instrumentos básicos de medição linear, angular e posição. Dispositivos de controle dimensional. Programação (código G) e operação de Máquinas-Ferramenta CNC. Simbologia eletro/eletrônica. Comandos elétricos. Comandos de reversão e partida estrela-triângulo. Montagens básicas de dispositivos de eletrônica de potência. Diodos retificadores, tiristores, conversores, amplificadores. Controlador programável - diagrama Ladder. Eletro-pneumática: simbologia, válvulas e interpretação de circuitos. Eletro-hidráulica: normas, simbologia, motores, bombas, válvulas proporcionais.;; 
ES333;G;Normas de ensaios de materiais. Ensaios mecânicos. Ensaios não-destrutivos. Análise metalografia. Caracterização de materiais de grau eletrônico.;; 
ES365;G;"Classifica&#231;&#227;o dos processos de fabrica&#231;&#227;o. Processos metal&#250;rgicos: fundi&#231;&#227;o, soldagem, metalurgia do p&#243;, materiais e procedimentos. Processos mec&#226;nicos: conforma&#231;&#227;o, usinagem, materiais e procedimentos.";;
ES401;G;"Introdu&#231;&#227;o &#224;s vari&#225;veis complexas e fun&#231;&#245;es de vari&#225;veis complexas. Transformada de Laplace. Solu&#231;&#227;o de equa&#231;&#245;es diferenciais de primeira e segunda ordem. S&#233;rie de Fourier e Transformada de Fourier. Transformada discreta de Fourier. Equa&#231;&#245;es a diferen&#231;as. Transforma Z. Solu&#231;&#227;o de equa&#231;&#245;es a diferen&#231;as de primeira e segunda ordem.";;
ES406;G;Leis fundamentais da termodinâmica. Balanços de massa, momentum, energia e entropia. Noções de termodinâmica. Noções de hidrodinâmica.;; 
ES506;G;"Mecanismos físicos e ""leis"" fundamentais de condução, convecção e radiação. Balanço térmico e tópicos (com aplicações). Noções de trocadores de calor. Noções de radiação pura. Noções de transferência de massa.";; 
ES535;G;Fundamentos da usinagem. Grandezas de corte. Custos de usinagem. Escolha de ferramental e das condições de corte: o intervalo de máxima eficiência. Processos de usinagem. O planejamento do processo de usinagem. Noções de programação CNC.;; 
ES542;G;Leis de difusão e conceitos fundamentais de solidificação. Técnicas de refino zonal e crescimento de cristais. Tratamentos térmicos e termoquímicos. Fundamentos eletroquímicos da corrosão e tipos de corrosão. Métodos de proteção contra a corrosão. Oxidação. Tratamentos e revestimentos de superfície.;; 
ES563;G;Potência e energia elétrica. Circuitos monofásicos e trifásicos. Transformadores. Máquinas de corrente contínua de pequeno  porte, motores de imã permanente e de passo. Máquinas de corrente contínua de grande porte. Máquinas de indução mono e trifásicos. Máquinas síncronas.;; 
ES572;G;Conceitos lógicos. Circuitos básicos. Minimização de funções Booleanas. Sistemas de numeração. Aritmética binária. Códigos. Circuitos à contato. Síntese de circuitos combinacionais. Circuitos de memória. Circuitos sequenciais. Projeto de circuitos sequenciais. Máquinas de Mealy e Moole. Projeto de contadores, decodificadores e multiplexadores. Temporizadores: monoestáveis, astáveis e osciladores. Dispositivos lógicos programáveis.;;
ES573;G;Circuitos integrados fundamentais. Elementos lógicos com memória. Contadores digitais. Famílias lógicas, sistemas de numeração. Operações aritméticas: soma, subtração, multiplicação, divisão. Unidade lógica e aritmética. Memória ROM. Dispositivos lógicos reprogramáveis. Aplicações.;; 
ES574;G;Análise e síntese de circuitos sequenciais. Circuitos lógicos reprogramáveis. Interface de programação. Programação AHDL e VHDL - Implementação simulação e validação. Noções de estruturação aplicada a eletrônica digital. Projetos aplicados a área de controle e automação.;; 
ES575;G;Circuitos combinacionais. Flip-flops, contadores e temporizadores. Circuitos sequenciais. Conversor digital/analógico e analógico/digital. Dispositivos lógicos programáveis.;;
ES595;G;Descrição matemática de sistemas dinâmicos lineares - função de transferência. Transformada de Laplace. Estudo da resposta. Critérios de estabilidade. Sistemas vibratórios. Vibrações livres e forçadas. Frequência natural e modos próprios. Determinação experimental de momentos de inércia, rigidez e amortecimento.;;
ES601;G;"Caracteriza&#231;&#227;o de sistemas lineares no tempo cont&#237;nuo e no tempo discreto. Teorema da amostragem. Fun&#231;&#227;o de transfer&#234;ncia. An&#225;lise de resposta em frequ&#234;ncia de sistemas no tempo cont&#237;nuo e no tempo discreto. Representa&#231;&#227;o no espa&#231;o de estado. Realiza&#231;&#245;es can&#244;nicas de fun&#231;&#245;es de transfer&#234;ncia. Solu&#231;&#227;o temporal no espa&#231;o de estado. Estabilidade de sistemas cont&#237;nuos e discretos. Conceitos b&#225;sicos de controlabilidade e observabilidade.";;
ES606;G;Psicrometria. Refrigeração. Geração e utilização de vapor. Compressores a pistão. Ciclos motores ar-combustível. Motores de ignição. Noções de turbinas térmicas.;; 
ES621;G;Conceitos fundamentais. Ações de controle básicas. Resposta de frequência. Critérios de estabilidade e lugar das raízes. Posicionamento de polos. Noções de estado. Análise de estabilidade. Aplicações: projeto de controladores PID. Estudo de observadores. Aplicações industriais.;; 
ES626;G;"Eletromagnetismo aplicado a dispositivos eletromec&#226;nicos. Sistemas multidom&#237;nio. Modelagem e an&#225;lise din&#226;mica de dispositivos multidom&#237;nio. Sistemas eletromec&#226;nicos, magn&#233;ticos e eletro-hidr&#225;ulicos. Sensores e atuadores. Simula&#231;&#227;o de comportamento din&#226;mico usando circuitos equivalentes e grafos de conex&#245;es (bond graphs). Aplica&#231;&#227;o a sistemas mecatr&#244;nicos.";;
ES663;G;Revisão de máquinas elétricas de corrente contínua e corrente alterada. Métodos de controle de velocidade de motores. Revisão dos componentes eletrônicos utilizados, diodos de potência, transistores bipolares, mosfet de potência e dispositivos tiristores. Controle de motores de baixa potência. Controle de motores de imã permanente, sem escova e de passo. Acionamento a velocidade variável de motores trifásicos de alta potência. Acionamento a velocidade variável de motores de corrente contínua e de indução. Retificadores, conversores e inversores de frequência.;; 
ES664;G;Dispositivos de potência: diodos, tiristores, transistores e outros dispositivos semi-condutores. Reguladores de potência. Conversores. Controle de motores CC. Inversores. Controles de motores CA.;; 
ES666;G;Tipos de produção. Tempos padrões. Os modelos clássicos organizacionais: Taylorismo, Fordismo. Produtividade industrial. Tecnologia de grupo. Layout e arranjo celular. O sistema Toyota de produção. Conceitos de Just-in-time e Jidoka. O sistema de puxar e controle de execução da produção via Kanban.;; 
ES667;G;Administração da produção. Papel estratégico e objetivos da produção. Estratégia da produção. Projeto em gestão da produção. Projeto da rede de operações. Arranjo físico e fluxo. Organização do trabalho.;; 
ES670;G;Conceitos gerais de sistemas embarcados. Arquiteturas de microprocessadores, microcontroladores e processadores digitais de sinais. Conceito básico de sistemas de tempo real. Metodologia de projeto de sistemas embarcados. Sistemas de máquinas de estados. Metodologia SDL. Administração do tempo em sistemas computacionais. Linguagens de programação e sistemas operacionais para tempo real. Exemplos práticos de projeto de sistemas.;; 
ES672;G;Introdução à psicometria. Sistemas de ventilação, condicionamento de ar e frigoríficos. Conceitos aplicados ao cálculo de carga térmica. Fluidos refrigerantes. Componentes dos sistemas de compressão. Componentes dos sistemas de distribuição de gases e líquidos. Cálculo de redes de condutos. Projeto. Introdução à combustão. Motores de combustão interna. Geração e Distribuição de vapor. Geração de potência e co-geração.;; 
ES690;G;Descrição, dimensionamento, seleção e utilização de elementos mecânicos. Análise de sistemas mecânicos e transmissão de energia. Modelagem matemática de sistemas dinâmicos.;; 
ES704;G;Características estáticas e dinâmicas dos instrumentos e sensores. Análise de dados e incertezas experimentais. Principios gerais de transdução. Medidas de pressão, vazão e temperatura. Medida e análise de deslocamento, velocidade, aceleração, força, torque, potência mecânica. Medições de som. Instrumentação industrial.;; 
ES710;G;"Conceito de realimenta&#231;&#227;o. Modelagem de sistemas din&#226;micos no tempo cont&#237;nuo e no tempo discreto. Equivalentes discretos e sistemas amostrados. An&#225;lise de resposta em regime transit&#243;rio e estacion&#225;rio. An&#225;lise de resposta em frequ&#234;ncia. Crit&#233;rios de estabilidade: Routh-Hurwitz e de Nyquist. Projetos no dom&#237;nio da frequ&#234;ncia cont&#237;nuo e discreto: avan&#231;o-atraso; lugar das ra&#237;zes; PID. Convers&#227;o de controladores do tempo cont&#237;nuo para discreto.";;
ES712;G;Princípios das máquinas de fluxo. Bombas centrífugas. Sistemas de bombeamento. Ventiladores. Sistemas de ventilação. Noções de turbinas hidráulicas. Bombas de deslocamento.;; 
ES723;G;Sistemas de atuação: acionamentos elétricos, hidráulicos e pneumáticos. Circuitos eletro-hidráulicos e eletropneumáticos industriais. Sensores, transdutores e atuadores. Controladores lógicos programáveis. Programação e utilização. Dispositivo de segurança. Estudo de casos práticos envolvendo sistemas automatizados.;; 
ES724;G;"Aspectos legais e ambientais no ""projeto-da-fábrica"". Projeto contra descargas atmosféricas. Estratégias ""aterramento"". (Ergonomia).  Aspectos  de segurança e iluminação. Motores CC: construção, curvas-características, seleção e instalação. Motores CA: seleção vinculada à aplicação. Circuitos e dispositivos para partida/parada e reversão de motores. Proteção e controle de circuitos elétricos. Dimensionamento (normas/ogia) de instalações elétricas (baixa tensão), hidráulicas, pneumáticas e de vapor. Utilização de CAD específico para instalações pneumáticas e hidráulicas.";; 
ES725;G;Sistemas especialistas. Lógica nebulosa, redes neurais multicamadas, redes neurais recorrentes. Arquiteturas e algoritmos de aprendizagem. Implementação. Aplicações em engenharia.;; 
ES726;G;"Introdução aos dispositivos básicos hidráulicos e pneumáticos; circuitos básicos pneumáticos e hidráulicos e análise de suas características; circuitos básicos eletropneumáticos e eletro-hidráulicos; controle manual e automático; sensores e atuadores; controlador lógico programável.";; 
ES727;G;Introdução a redes neurais. Redes neurais multicamadas. Redes neurais recorrentes. Introdução à lógica nebulosa. Identificação neural e nebulosa de sistemas. Métodos de controle usando redes neurais. Método de controle usando lógica nebulosa. Aplicação à sistemas mecatrônicos. Controle inteligente.;; 
ES728;G;"Modelagem no espa&#231;o de estado para sistemas cont&#237;nuos e discretos. Projeto de controladores cont&#237;nuos e discretos por realimenta&#231;&#227;o completa de estado. Projeto de rastreadores. Controlabilidade e Observabilidade. Estimadores e observadores de estado. Projeto de controladores din&#226;micos cont&#237;nuos e discretos por realimenta&#231;&#227;o de sa&#237;da. Controlador linear quadr&#225;tico &#243;timo cont&#237;nuo e discreto. Normas H2 e H-infinito. Projetos de controladores H2 e H-infinito. Introdu&#231;&#227;oa incertezas de modelagem e robustez.";;
ES730;G;"Processos de conformação plástica - descrição e aplicação; Processos de usinagem - descrição e aplicação; Seleção da peça bruta; Sequência de operações de fabricação - definição da superfície de referência, escolha das operações, cálculo dos sobremateriais e das dimensões intermediárias.";; 
ES746;G;Instrumentação básica: multímetros, osciloscópios analógicos e digitais, analisadores lógicos digitais. Características estáticas e dinâmicas dos instrumentos e sensores. Análise de dados experimentais. Medida e análise de deslocamento, velocidade, aceleração, força, torque, potência mecânica. Problemas na amplificação, transmissão e armazenamento de sinais. Medições de som. Medidas de pressão, vazão e temperatura. Medidas de propriedades térmicas e de transporte.;; 
ES747;G;Conjunto de experiências de laboratório em termodinâmica básica e aplicada, sistemas fluidomecânicos e fenômenos de transporte.;; 
ES748;G;Conjunto de Experiências de laboratório  em termodinâmica básica e aplicada, sistemas fluidomecânicos e fenômenos de transporte.;; 
ES767;G;Planejamento de controle. Planejamento de controle da capacidade. Planejamento de controle de estoque. Planejamento de controle da cadeia de suprimentos. MRP. Planejamento e controle Just in Time. Planejamento de controle da qualidade.;; 
ES770;G;Arquiteturas de microcontroladores e microprocessadores. Programação em linguagem de montagem e em C. Técnicas de programação em tempo real. Máquinas de estado. Interfaces de entrada/saída. Programação de interface serial e paralela. Comunicação entre computadores. Interrupções.;; 
ES771;G;Microcontroladores e microprocessadores industriais. Programação em linguagem Assembly. Técnicas básicas de programação. Instruções de máquina. Diretivas do montador. Depuradores. Compilação e carregamento. Interfaces de entrada/saída. Programação de interface serial. Comunicação entre computadores. Programação de interface paralela. Interrupções.;; 
ES825;G;O conceito moderno de qualidade. Perda zero. Normas técnicas e procedimentos relacionados. Os conceitos de Deming e Taguchi. A técnica TQC. As normas ISO 9000 e 14000. Análise de modos de falha. Confiabilidade do produto. Gerenciamento da qualidade.;; 
ES826;G;A organização fabril por departamentos. A organização por Centros de Custos. A organização por Centros de Lucros. Técnicas modernas de gestão de projetos. O arranjo celular para manufatura. O conceito de equipes de trabalho multidisciplinares. A organização integrada por computador.;; 
ES827;G;Visão geral dos manipuladores. Fundamentos de tecnologia, programação e aplicações de robôs. Descrição matemática de manipuladores. Sistemas de coordenadas em robótica. Modelagem cinemática direta e inversa. Análise e controle de movimentos dos robôs. Modelagem dinâmica e controle de movimentos. Geração de trajetórias. Órgãos terminais, e sensores em robótica. Linguagens de programação de robôs.;; 
ES828;G;Identificação de parâmetros de sistemas, controladores avanço-atraso, controladores PID, controladores por realimentação de estados, reguladores lineares quadráticos, controladores em tempo-discreto.;; 
ES879;G;Amplificadores e condicionadores de sinais. Principais filtros analógicos. Conversão D/A e A/D, amostragem e efeitos de quantização. Transformada z e Tranformada de Fourier discreta. Filtros digitais FIR e IIR. Experimentos apresentando os efeitos e o teorema da amostragem, filtros analógicos e digitais típicos e análise de resposta em frequência.;; 
ES890;G;"Normas e padrões para armazenamento de projetos em mídia. A modelagem 3D utilizando-se: aramado (wire-frame), superfície (BREP e NURBS) e por sólidos. A noção de \ABRSP features"". Recursos de modelagem 3D utilizando um sistema computacional para o projeto assistido de sistemas mecatrônicos. O projeto voltado para a montagem (DFA). A interação de ambientes gráficos (CAD) com outros ambientes computacionais. O padrão STEP.        ${\bf Obs.:} Esta disciplina será ministrada quinzenalmente.";; 
ES891;G;Modelos de elementos finitos e aplicação de sistemas computacional comercial como ferramenta de cálculo e de projeto. Principais requisitos técnicos de problemas de eletromagnetismo, da área térmica e de fluidos, e da mecânica dos sólidos para o projeto de componentes. Exemplos de aplicação ao projeto de componentes e sistemas usando o método de elementos finitos.;; 
ES916;G;Conceitos básicos de comunicação digital. Modelo de camadas ISO/OSI. Topologia de redes. Redes locais industriais: protocolos de acesso ao meio (CSMA/CD, fast ethernet, gigabit ethernet, wireless LAN, etc.), protocolo de controle de enlace lógico (LLC). Principais redes de instrumentação industrial. Interligação entre redes. Projeto de rede industrial. Arquitetura ethernet: protocolos PPP, ARP, IP, ICMP, TCP, UDP e protocolos de aplicação.;; 
ES926;G;Aplicações da automação pneumática, hidráulica e elétrica. Circuitos eletro-hidráulicos e eletropneumáticos industrias. Modelagem e controle de sistemas automatizados. Aplicações de controladores industriais: controladores programáveis e computadores industrias. Integração com métodos de engenharia de produção. Controle de células de manufatura. Dispositivos de segurança. Estudo de casos práticos envolvendo sistemas de produção industrial automatizados.;; 
ES927;G;Modelagem dinâmica dos principais robôs. Análise de sistemas não lineares: plano de fase, estabilidade de Lyapunov, funções descritivas. Métodos de controle de robôs: linearização por realimentação, modo de deslizamento, adaptativos e neuro-adaptativo. Aplicações às principais configurações robóticas.;; 
ES931;G;Evolução das teorias de administração. Estrutura e funcionamento das organizações. Técnicas de planejamento, programação e gerenciamento e controle da produção. Análise de valores. MRP. PERT-CPM. Pesquisa operacional.;; 
ES951;G;Definição do tema, escolha da metodologia a ser utilizada. Definição do cronograma de atividades. Revisão de conceitos específicos para a elaboração do TG. Esta disciplina será desenvolvida sob orientação de um professor do curso (FEM, FEEC ou IC ou de algum profissional ligado a órgão interessado) com apresentação de resultados parciais à uma banca examinadora constituída por professores/profissionais da área.;; 
ES952;G;Conclusão do TG, com ênfase teórica e/ou tecnológica de forma a englobar conhecimentos adquiridos em diversas disciplinas do curso de Engenharia de Controle e Automação. A orientação poderá ser feita por professor da FEM, FEEC ou IC. Ao final do trabalho o aluno apresentará uma monografia escrita, além da apresentação  final à uma banca examinadora constituída por professores/profissionais da área.;; 
ES965;G;Sistemática e Metodologia do projeto Industrial. Arquitetura Mecânica, concepção a partir de critérios de funcionalidade do produto, QFD. Análise do valor no desenvolvimento do projeto. Métodos de Sistematização da criatividade no projeto. Projeto Seguro. Ergonomia, Confiabilidade. Projetar para modularidade, expansão, disponibilidade, Controle, custo, etc (design for). Documentação técnica de um projeto: Atributos do produto, detalhes construtivos desenho de montagem final.;; 
ET001;G; ;; 
ET010;G; ;; 
ET015;G; ;; 
